,5.5303,5.4779,5.5337,5.5106,3.0237
2005-02-12,5.7775,5.7444,5.7915,5.7528,3.1381
2005-02-13,5.7775,5.7444,5.7915,5.7528,3.1381
2005-02-14,5.7533,5.7289,5.7564,5.7438,3.1072
2005-02-15,5.7438,5.7021,5.7443,5.715,3.0856
2005-02-16,5.715,5.6966,5.7412,5.7052,3.0874
2005-02-17,5.7052,5.6857,5.7183,5.6934,3.0702
2005-02-18,5.6934,5.6888,5.7168,5.7021,3.0665
2005-02-19,5.6934,5.6888,5.7168,5.7021,3.0665
2005-02-20,5.6934,5.6888,5.7168,5.7021,3.0665
2005-02-21,5.7021,5.6541,5.7034,5.6588,3.0563
2005-02-22,5.6588,5.606,5.6596,5.62,3.0279
2005-02-23,5.62,5.6168,5.6422,5.6212,2.998
2005-02-24,5.6216,5.6066,5.6461,5.6347,2.9947
2005-02-25,5.6347,5.6032,5.6596,5.6103,2.9847
2005-02-26,5.6347,5.6032,5.6596,5.6103,2.9847
2005-02-27,5.6347,5.6032,5.6596,5.6103,2.9847
2005-02-28,5.6108,5.6038,5.6499,5.6396,2.9693
2005-03-01,5.6396,5.627,5.6582,5.6496,2.9712
2005-03-02,5.6496,5.6479,5.6856,5.6655,3.0064
2005-03-03,5.6655,5.6536,5.6821,5.6784,3.0068
2005-03-04,5.6784,5.6166,5.6843,5.6242,3.0088
2005-03-05,5.6784,5.6166,5.6843,5.6242,3.0088
2005-03-06,5.6784,5.6166,5.6843,5.6242,3.0088
2005-03-07,5.6242,5.6212,5.6466,5.6278,2.9495
2005-03-08,5.6278,5.5712,5.6313,5.5773,2.9429
2005-03-09,5.5773,5.5337,5.5841,5.5421,2.9382
2005-03-10,5.5421,5.5333,5.5563,5.5449,2.9741
2005-03-11,5.5449,5.5226,5.5582,5.5342,2.9655
2005-03-12,5.5449,5.5226,5.5582,5.5342,2.9655
2005-03-13,5.5449,5.5226,5.5582,5.5342,2.9655
2005-03-14,5.5342,5.5334,5.5832,5.5698,3.0067
2005-03-15,5.5698,5.552,5.6016,5.5923,3.0455
2005-03-16,5.5923,5.5407,5.5936,5.5567,3.0661
2005-03-17,5.5567,5.549,5.58,5.5682,3.0955
2005-03-18,5.5682,5.5682,5.6197,5.6171,3.0639
2005-03-19,5.5682,5.5682,5.6197,5.6171,3.0639
2005-03-20,5.5682,5.5682,5.6197,5.6171,3.0639
2005-03-21,5.6171,5.6089,5.6657,5.6565,3.1316
2005-03-22,5.6565,5.6309,5.7035,5.6913,3.1436
2005-03-23,5.6913,5.69,5.7448,5.7317,3.198
2005-03-24,5.7317,5.7138,5.7596,5.7529,3.1959
2005-03-25,5.7529,5.7421,5.7779,5.7688,3.1877
2005-03-26,5.7529,5.7421,5.7779,5.7688,3.1877
2005-03-27,5.7529,5.7421,5.7779,5.7688,3.1877
2005-03-28,5.7688,5.7493,5.7919,5.7565,3.2502
2005-03-29,5.7565,5.7435,5.7745,5.7514,3.2277
2005-03-30,5.7514,5.7356,5.7675,5.766,3.1986
2005-03-31,5.7655,5.7213,5.7669,5.7475,3.1683
2005-04-01,5.7475,5.704,5.7866,5.7745,3.1847
2005-04-02,5.7475,5.704,5.7866,5.7745,3.1847
2005-04-03,5.7475,5.704,5.7866,5.7745,3.1847
2005-04-04,5.7745,5.7729,5.8113,5.808,3.2002
2005-04-05,5.808,5.7805,5.8184,5.7863,3.23
2005-04-06,5.7863,5.7693,5.7998,5.7811,3.2128
2005-04-07,5.7811,5.7553,5.8128,5.8091,3.1915
2005-04-08,5.8091,5.754,5.8142,5.7615,3.2119
2005-04-09,5.8091,5.754,5.8142,5.7615,3.2119
2005-04-10,5.8091,5.754,5.8142,5.7615,3.2119
2005-04-11,5.7615,5.7273,5.7643,5.7389,3.1723
2005-04-12,5.7389,5.7231,5.7898,5.7668,3.1798
2005-04-13,5.7668,5.749,5.7957,5.7833,3.1778
2005-04-14,5.7833,5.7802,5.8344,5.8181,3.2254
2005-04-15,5.8186,5.7582,5.8291,5.7815,3.2367
2005-04-16,5.8186,5.7582,5.8291,5.7815,3.2367
2005-04-17,5.8186,5.7582,5.8291,5.7815,3.2367
2005-04-18,5.7815,5.7125,5.7833,5.7247,3.2337
2005-04-19,5.7247,5.6956,5.7401,5.7,3.2371
2005-04-20,5.7,5.6821,5.7338,5.6883,3.2056
2005-04-21,5.6883,5.6743,5.719,5.713,3.2167
2005-04-22,5.713,5.6883,5.7279,5.7229,3.234
2005-04-23,5.713,5.6883,5.7279,5.7229,3.234
2005-04-24,5.713,5.6883,5.7279,5.7229,3.234
2005-04-25,5.7229,5.7096,5.7481,5.7242,3.2501
2005-04-26,5.7242,5.7221,5.7526,5.7414,3.2501
2005-04-27,5.7414,5.7336,5.7697,5.7584,3.2848
2005-04-28,5.7584,5.7535,5.7789,5.7636,3.3267
2005-04-29,5.7636,5.7352,5.7965,5.7914,3.3263
2005-04-30,5.7636,5.7352,5.7965,5.7914,3.3263
2005-05-01,5.7636,5.7352,5.7965,5.7914,3.3263
2005-05-02,5.7914,5.7814,5.8002,5.7984,3.3317
2005-05-03,5.7984,5.741,5.8007,5.7436,3.3228
2005-05-04,5.7436,5.7365,5.761,5.7517,3.2783
2005-05-05,5.7517,5.7297,5.7576,5.7501,3.2324
2005-05-06,5.7501,5.7405,5.8157,5.8116,3.2239
2005-05-07,5.7501,5.7405,5.8157,5.8116,3.2239
2005-05-08,5.7501,5.7405,5.8157,5.8116,3.2239
2005-05-09,5.8116,5.7774,5.8171,5.7878,3.2313
2005-05-10,5.7878,5.7695,5.8047,5.7803,3.2481
2005-05-11,5.7803,5.7634,5.8234,5.8096,3.2599
2005-05-12,5.8096,5.8092,5.8732,5.8692,3.2853
2005-05-13,5.8696,5.8638,5.9132,5.9027,3.3149
2005-05-14,5.8696,5.8638,5.9132,5.9027,3.3149
2005-05-15,5.8696,5.8638,5.9132,5.9027,3.3149
2005-05-16,5.9027,5.881,5.9654,5.8912,3.349
2005-05-17,5.8912,5.8756,5.913,5.9011,3.3457
2005-05-18,5.9011,5.8659,5.9053,5.8696,3.3441
2005-05-19,5.8696,5.8682,5.9065,5.8873,3.2957
2005-05-20,5.8875,5.8826,5.94,5.9251,3.3356
2005-05-21,5.8875,5.8826,5.94,5.9251,3.3356
2005-05-22,5.8875,5.8826,5.94,5.9251,3.3356
2005-05-23,5.9249,5.9113,5.9397,5.9259,3.357
2005-05-24,5.9259,5.8969,5.9276,5.9122,3.3324
2005-05-25,5.9122,5.8984,5.9306,5.9082,3.3291
2005-05-26,5.9082,5.9068,5.9557,5.9451,3.3423
2005-05-27,5.9451,5.9113,5.9482,5.9335,3.3362
2005-05-28,5.9451,5.9113,5.9482,5.9335,3.3362
2005-05-29,5.9451,5.9113,5.9482,5.9335,3.3362
2005-05-30,5.9335,5.933,6.0143,6.0016,3.3403
2005-05-31,6.0016,5.9948,6.0505,6.0408,3.3863
2005-06-01,6.0408,6.0288,6.1165,6.0926,3.4055
2005-06-02,6.0926,6.0497,6.1062,6.0538,3.4025
2005-06-03,6.0538,6.0267,6.0948,6.0668,3.3665
2005-06-04,6.0538,6.0267,6.0948,6.0668,3.3665
2005-06-05,6.0538,6.0267,6.0948,6.0668,3.3665
2005-06-06,6.0668,6.0515,6.0809,6.0692,3.3578
2005-06-07,6.0697,6.0374,6.0702,6.0445,3.3253
2005-06-08,6.0445,6.0248,6.0967,6.0819,3.308
2005-06-09,6.0819,6.0747,6.1134,6.0844,3.3244
2005-06-10,6.0844,6.0791,6.1671,6.1498,3.3229
2005-06-11,6.0844,6.0791,6.1671,6.1498,3.3229
2005-06-12,6.0844,6.0791,6.1671,6.1498,3.3229
2005-06-13,6.1498,6.1238,6.1855,6.1321,3.3699
2005-06-14,6.1321,6.1224,6.1924,6.1766,3.3542
2005-06-15,6.1766,6.1326,6.1887,6.165,3.3558
2005-06-16,6.165,6.1147,6.1715,6.1455,3.3536
2005-06-17,6.1455,6.0565,6.1533,6.0836,3.3492
2005-06-18,6.1455,6.0565,6.1533,6.0836,3.3492
2005-06-19,6.1455,6.0565,6.1533,6.0836,3.3492
2005-06-20,6.0836,6.0809,6.1393,6.1292,3.3508
2005-06-21,6.1292,6.1001,6.1678,6.119,3.3601
2005-06-22,6.119,6.1034,6.1552,6.1414,3.3482
2005-06-23,6.1414,6.1391,6.1964,6.1949,3.3361
2005-06-24,6.1949,6.1352,6.214,6.1415,3.3505
2005-06-25,6.1949,6.1352,6.214,6.1415,3.3505
2005-06-26,6.1949,6.1352,6.214,6.1415,3.3505
2005-06-27,6.1415,6.1118,6.1424,6.1244,3.3452
2005-06-28,6.1244,6.1196,6.1804,6.1734,3.3654
2005-06-29,6.1734,6.1488,6.1985,6.1588,3.3704
2005-06-30,6.1588,6.147,6.1857,6.1636,3.3622
2005-07-01,6.1636,6.1554,6.2605,6.2568,3.3673
2005-07-02,6.1636,6.1554,6.2605,6.2568,3.3673
2005-07-03,6.1636,6.1554,6.2605,6.2568,3.3673
2005-07-04,6.2568,6.2362,6.267,6.254,3.3775
2005-07-05,6.2545,6.2404,6.2777,6.2536,3.4015
2005-07-06,6.2531,6.2335,6.2657,6.252,3.4251
2005-07-07,6.252,6.1877,6.254,6.245,3.4541
2005-07-08,6.245,6.2092,6.2765,6.2105,3.4393
2005-07-09,6.245,6.2092,6.2765,6.2105,3.4393
2005-07-10,6.245,6.2092,6.2765,6.2105,3.4393
2005-07-11,6.2105,6.1334,6.2154,6.1349,3.4091
2005-07-12,6.1349,6.0842,6.1396,6.1016,3.3855
2005-07-13,6.1016,6.0984,6.1865,6.1816,3.444
2005-07-14,6.1821,6.1509,6.184,6.1647,3.4482
2005-07-15,6.1653,6.1447,6.2037,6.1914,3.436
2005-07-16,6.1653,6.1447,6.2037,6.1914,3.436
2005-07-17,6.1653,6.1447,6.2037,6.1914,3.436
2005-07-18,6.1914,6.1708,6.1935,6.1911,3.4288
2005-07-19,6.1911,6.1681,6.2409,6.1755,3.4441
2005-07-20,6.1755,6.1165,6.219,6.1343,3.4473
2005-07-21,6.1343,6.0889,6.168,6.1308,3.4087
2005-07-22,6.1303,6.1203,6.1977,6.1883,3.4173
2005-07-23,6.1303,6.1203,6.1977,6.1883,3.4173
2005-07-24,6.1303,6.1203,6.1977,6.1883,3.4173
2005-07-25,6.1883,6.171,6.2036,6.1968,3.4189
2005-07-26,6.1968,6.1833,6.2255,6.2087,3.4468
2005-07-27,6.2087,6.1729,6.2351,6.1788,3.4347
2005-07-28,6.1788,6.1396,6.1971,6.1509,3.3946
2005-07-29,6.1509,6.1211,6.1755,6.1223,3.3758
2005-07-30,6.1509,6.1211,6.1755,6.1223,3.3758
2005-07-31,6.1509,6.1211,6.1755,6.1223,3.3758
2005-08-01,6.1223,6.0888,6.1302,6.1043,3.3444
2005-08-02,6.1043,6.0869,6.139,6.1324,3.3411
2005-08-03,6.1324,6.0241,6.1349,6.0503,3.342
2005-08-04,6.0508,6.0143,6.0641,6.0346,3.3121
2005-08-05,6.0346,6.0175,6.0587,6.0461,3.3013
2005-08-06,6.0346,6.0175,6.0587,6.0461,3.3013
2005-08-07,6.0346,6.0175,6.0587,6.0461,3.3013
2005-08-08,6.0461,6.0158,6.0565,6.0331,3.2957
2005-08-09,6.0331,6.0085,6.0497,6.035,3.2764
2005-08-10,6.035,6.0032,6.0469,6.0091,3.2678
2005-08-11,6.0091,5.9791,6.0219,5.9854,3.2542
2005-08-12,5.9854,5.9741,6.024,6.0063,3.2611
2005-08-13,5.9854,5.9741,6.024,6.0063,3.2611
2005-08-14,5.9854,5.9741,6.024,6.0063,3.2611
2005-08-15,6.0068,6.0051,6.0521,6.0493,3.2873
2005-08-16,6.0493,6.0295,6.0673,6.048,3.2827
2005-08-17,6.048,6.0473,6.0821,6.0682,3.2838
2005-08-18,6.0682,6.0655,6.1315,6.1261,3.3028
2005-08-19,6.1261,6.1119,6.1476,6.1194,3.3317
2005-08-20,6.1261,6.1119,6.1476,6.1194,3.3317
2005-08-21,6.1261,6.1119,6.1476,6.1194,3.3317
2005-08-22,6.1194,6.089,6.1268,6.1051,3.3189
2005-08-23,6.1051,6.0839,6.1142,6.1065,3.2945
2005-08-24,6.1065,6.0554,6.1306,6.0603,3.2945
2005-08-25,6.0603,6.0497,6.0803,6.0601,3.2992
2005-08-26,6.0601,6.0396,6.076,6.0503,3.3021
2005-08-27,6.0601,6.0396,6.076,6.0503,3.3021
2005-08-28,6.0601,6.0396,6.076,6.0503,3.3021
2005-08-29,6.0505,6.041,6.1068,6.1058,3.3204
2005-08-30,6.1058,6.0943,6.1259,6.0983,3.3258
2005-08-31,6.0978,6.0341,6.1176,6.0451,3.319
2005-09-01,6.0447,5.9519,6.0486,5.9735,3.256
2005-09-02,5.9735,5.9216,5.9758,5.9277,3.1931
2005-09-03,5.9735,5.9216,5.9758,5.9277,3.1931
2005-09-04,5.9735,5.9216,5.9758,5.9277,3.1931
2005-09-05,5.9277,5.9235,5.971,5.968,3.1555
2005-09-06,5.9684,5.9559,5.9901,5.9712,3.1773
2005-09-07,5.9712,5.946,6.0088,5.9974,3.1776
2005-09-08,5.9974,5.9871,6.0234,6.002,3.1893
2005-09-09,6.002,5.982,6.0543,6.0432,3.1925
2005-09-10,6.002,5.982,6.0543,6.0432,3.1925
2005-09-11,6.002,5.982,6.0543,6.0432,3.1925
2005-09-12,6.0432,6.035,6.0742,6.0577,3.2117
2005-09-13,6.0577,6.0533,6.0871,6.0606,3.209
2005-09-14,6.0608,6.045,6.1037,6.098,3.2071
2005-09-15,6.0985,6.0786,6.1133,6.0823,3.204
2005-09-16,6.0823,6.0567,6.1396,6.1277,3.1893
2005-09-17,6.0823,6.0567,6.1396,6.1277,3.1893
2005-09-18,6.0823,6.0567,6.1396,6.1277,3.1893
2005-09-19,6.1277,6.1255,6.162,6.1306,3.217
2005-09-20,6.1311,6.1182,6.1572,6.13,3.2036
2005-09-21,6.1305,6.0789,6.131,6.1079,3.2102
2005-09-22,6.1079,6.0962,6.1486,6.1355,3.2314
2005-09-23,6.1355,6.1289,6.211,6.1942,3.2295
2005-09-24,6.1355,6.1289,6.211,6.1942,3.2295
2005-09-25,6.1355,6.1289,6.211,6.1942,3.2295
2005-09-26,6.1942,6.1736,6.208,6.2006,3.2758
2005-09-27,6.2006,6.1923,6.2277,6.2015,3.2685
2005-09-28,6.2015,6.1808,6.2211,6.1838,3.2615
2005-09-29,6.1838,6.1786,6.214,6.191,3.2524
2005-09-30,6.1916,6.1714,6.2542,6.2451,3.2711
2005-10-01,6.1916,6.1714,6.2542,6.2451,3.2711
2005-10-02,6.1916,6.1714,6.2542,6.2451,3.2711
2005-10-03,6.2451,6.2334,6.2686,6.2568,3.2957
2005-10-04,6.2568,6.2449,6.2673,6.2484,3.305
2005-10-05,6.2484,6.1866,6.254,6.1899,3.2947
2005-10-06,6.1899,6.1125,6.1982,6.1315,3.2754
2005-10-07,6.1315,6.1245,6.1694,6.1542,3.2442
2005-10-08,6.1315,6.1245,6.1694,6.1542,3.2442
2005-10-09,6.1315,6.1245,6.1694,6.1542,3.2442
2005-10-10,6.154,6.139,6.2054,6.2012,3.2277
2005-10-11,6.2012,6.1931,6.2403,6.2294,3.233
2005-10-12,6.2294,6.1893,6.2413,6.2257,3.2357
2005-10-13,6.2257,6.1983,6.2625,6.1988,3.2853
2005-10-14,6.1988,6.156,6.2294,6.1618,3.2816
2005-10-15,6.1988,6.156,6.2294,6.1618,3.2816
2005-10-16,6.1988,6.156,6.2294,6.1618,3.2816
2005-10-17,6.1618,6.1618,6.2261,6.2173,3.2535
2005-10-18,6.2173,6.2163,6.2618,6.2546,3.263
2005-10-19,6.2546,6.2159,6.2833,6.2386,3.2811
2005-10-20,6.2386,6.1772,6.2445,6.1937,3.2625
2005-10-21,6.1942,6.1868,6.256,6.2513,3.2724
2005-10-22,6.1942,6.1868,6.256,6.2513,3.2724
2005-10-23,6.1942,6.1868,6.256,6.2513,3.2724
2005-10-24,6.2513,6.204,6.253,6.2271,3.2919
2005-10-25,6.2271,6.155,6.248,6.1611,3.2783
2005-10-26,6.1614,6.1447,6.1925,6.1576,3.3026
2005-10-27,6.1571,6.1276,6.1723,6.146,3.3116
2005-10-28,6.146,6.129,6.1935,6.1924,3.3187
2005-10-29,6.146,6.129,6.1935,6.1924,3.3187
2005-10-30,6.146,6.129,6.1935,6.1924,3.3187
2005-10-31,6.1927,6.1711,6.2335,6.2284,3.3162
2005-11-01,6.2284,6.195,6.2317,6.1959,3.3226
2005-11-02,6.1959,6.1751,6.2241,6.1821,3.3141
2005-11-03,6.1821,6.176,6.2523,6.251,3.3205
2005-11-04,6.251,6.2219,6.3223,6.3147,3.3932
2005-11-05,6.251,6.2219,6.3223,6.3147,3.3932
2005-11-06,6.251,6.2219,6.3223,6.3147,3.3932
2005-11-07,6.3147,6.2304,6.3722,6.3643,3.4359
2005-11-08,6.3643,6.3266,6.3723,6.3434,3.4363
2005-11-09,6.3436,6.3274,6.3656,6.3437,3.4337
2005-11-10,6.3438,6.3213,6.3894,6.3741,3.4376
2005-11-11,6.3741,6.3314,6.3823,6.3352,3.4512
2005-11-12,6.3741,6.3314,6.3823,6.3352,3.4512
2005-11-13,6.3741,6.3314,6.3823,6.3352,3.4512
2005-11-14,6.3352,6.3328,6.3944,6.3751,3.4328
2005-11-15,6.3751,6.3519,6.4054,6.3633,3.4345
2005-11-16,6.3627,6.3567,6.4015,6.3858,3.4164
2005-11-17,6.3858,6.337,6.4027,6.3592,3.4174
2005-11-18,6.3592,6.3207,6.3916,6.3299,3.4032
2005-11-19,6.3592,6.3207,6.3916,6.3299,3.4032
2005-11-20,6.3592,6.3207,6.3916,6.3299,3.4032
2005-11-21,6.3305,6.3012,6.3649,6.3596,3.3899
2005-11-22,6.3596,6.3085,6.3833,6.3147,3.3984
2005-11-23,6.3147,6.286,6.3415,6.3134,3.3586
2005-11-24,6.3137,6.3099,6.3432,6.3354,3.3319
2005-11-25,6.3354,6.3335,6.381,6.3774,3.3462
2005-11-26,6.3354,6.3335,6.381,6.3774,3.3462
2005-11-27,6.3354,6.3335,6.381,6.3774,3.3462
2005-11-28,6.3774,6.2633,6.3835,6.3051,3.3456
2005-11-29,6.3054,6.2958,6.3499,6.332,3.3235
2005-11-30,6.332,6.3119,6.3394,6.3252,3.3251
2005-12-01,6.3252,6.3197,6.3742,6.3553,3.3376
2005-12-02,6.355,6.3409,6.3901,6.3706,3.3212
2005-12-03,6.355,6.3409,6.3901,6.3706,3.3212
2005-12-04,6.355,6.3409,6.3901,6.3706,3.3212
2005-12-05,6.3706,6.3027,6.3752,6.3209,3.3081
2005-12-06,6.3209,6.3084,6.3356,6.3261,3.2732
2005-12-07,6.3258,6.3231,6.3634,6.3545,3.2807
2005-12-08,6.3545,6.2858,6.3581,6.3038,3.284
2005-12-09,6.3044,6.2871,6.3297,6.29,3.2914
2005-12-10,6.3044,6.2871,6.3297,6.29,3.2914
2005-12-11,6.3044,6.2871,6.3297,6.29,3.2914
2005-12-12,6.29,6.216,6.3019,6.23,3.2668
2005-12-13,6.2303,6.1877,6.2565,6.1988,3.2188
2005-12-14,6.1988,6.1764,6.2274,6.2102,3.1995
2005-12-15,6.2107,6.1885,6.2416,6.23,3.2268
2005-12-16,6.23,6.1897,6.2311,6.2029,3.2364
2005-12-17,6.23,6.1897,6.2311,6.2029,3.2364
2005-12-18,6.23,6.1897,6.2311,6.2029,3.2364
2005-12-19,6.203,6.1969,6.2319,6.222,3.2248
2005-12-20,6.222,6.2144,6.2977,6.2829,3.2334
2005-12-21,6.2829,6.2598,6.319,6.301,3.2493
2005-12-22,6.301,6.2676,6.3145,6.2793,3.2512
2005-12-23,6.2793,6.2742,6.3034,6.2986,3.2496
2005-12-24,6.2793,6.2742,6.3034,6.2986,3.2496
2005-12-25,6.2793,6.2742,6.3034,6.2986,3.2496
2005-12-26,6.2986,6.2869,6.3037,6.2998,3.2131
2005-12-27,6.3001,6.2794,6.3081,6.2974,3.2498
2005-12-28,6.2974,6.2522,6.3147,6.2963,3.2687
2005-12-29,6.2963,6.2752,6.3088,6.278,3.2634
2005-12-30,6.2775,6.2732,6.3328,6.302,3.2709
2005-12-31,6.2775,6.2732,6.3328,6.302,3.2709
2006-01-01,6.2775,6.2732,6.3328,6.302,3.2709
2006-01-02,6.302,6.2802,6.3213,6.2808,3.2509
2006-01-03,6.2808,6.1737,6.2901,6.1826,3.256
2006-01-04,6.1828,6.1434,6.1989,6.1659,3.1882
2006-01-05,6.1659,6.1517,6.1825,6.1696,3.1518
2006-01-06,6.1696,6.1226,6.1741,6.141,3.1592
2006-01-07,6.1696,6.1226,6.1741,6.141,3.1592
2006-01-08,6.1696,6.1226,6.1741,6.141,3.1592
2006-01-09,6.141,6.1384,6.191,6.1828,3.1307
2006-01-10,6.1828,6.158,6.1956,6.1799,3.1452
2006-01-11,6.1799,6.1335,6.1908,6.1442,3.1453
2006-01-12,6.1442,6.1317,6.212,6.1943,3.1607
2006-01-13,6.1943,6.1257,6.1962,6.1357,3.1664
2006-01-14,6.1943,6.1257,6.1962,6.1357,3.1664
2006-01-15,6.1943,6.1257,6.1962,6.1357,3.1664
2006-01-16,6.1357,6.1357,6.1766,6.1582,3.1451
2006-01-17,6.158,6.1446,6.1897,6.1698,3.1895
2006-01-18,6.1703,6.1343,6.1796,6.167,3.1962
2006-01-19,6.167,6.1527,6.1896,6.1747,3.1963
2006-01-20,6.1747,6.0852,6.196,6.0948,3.1995
2006-01-21,6.1747,6.0852,6.196,6.0948,3.1995
2006-01-22,6.1747,6.0852,6.196,6.0948,3.1995
2006-01-23,6.0948,6.0532,6.1027,6.0704,3.1509
2006-01-24,6.0699,6.0586,6.0875,6.0789,3.1362
2006-01-25,6.0791,6.0543,6.0973,6.0867,3.1155
2006-01-26,6.0867,6.0807,6.1182,6.1087,3.1328
2006-01-27,6.1087,6.0983,6.1732,6.1709,3.1587
2006-01-28,6.1087,6.0983,6.1732,6.1709,3.1587
2006-01-29,6.1087,6.0983,6.1732,6.1709,3.1587
2006-01-30,6.1709,6.1592,6.1859,6.1675,3.163
2006-01-31,6.1675,6.1227,6.1738,6.1385,3.1705
2006-02-01,6.1384,6.1347,6.1954,6.1879,3.1697
2006-02-02,6.1884,6.1616,6.2026,6.172,3.1763
2006-02-03,6.1723,6.1674,6.2357,6.211,3.196
2006-02-04,6.1723,6.1674,6.2357,6.211,3.196
2006-02-05,6.1723,6.1674,6.2357,6.211,3.196
2006-02-06,6.211,6.2054,6.2497,6.2379,3.1941
2006-02-07,6.2379,6.2136,6.2523,6.2382,3.2016
2006-02-08,6.2382,6.2254,6.2613,6.2357,3.2086
2006-02-09,6.2357,6.213,6.2478,6.2281,3.192
2006-02-10,6.2281,6.2066,6.2778,6.2725,3.1795
2006-02-11,6.2281,6.2066,6.2778,6.2725,3.1795
2006-02-12,6.2281,6.2066,6.2778,6.2725,3.1795
2006-02-13,6.272,6.2615,6.2839,6.269,3.2138
2006-02-14,6.269,6.2551,6.2934,6.2596,3.202
2006-02-15,6.2601,6.2445,6.2884,6.2798,3.1879
2006-02-16,6.28,6.2653,6.2995,6.2796,3.1754
2006-02-17,6.2796,6.2325,6.2935,6.2343,3.1726
2006-02-18,6.2796,6.2325,6.2935,6.2343,3.1726
2006-02-19,6.2796,6.2325,6.2935,6.2343,3.1726
2006-02-20,6.2343,6.2338,6.2617,6.2572,3.1594
2006-02-21,6.2572,6.2534,6.2745,6.2596,3.1803
2006-02-22,6.2599,6.2559,6.2896,6.2632,3.2152
2006-02-23,6.2632,6.2331,6.27,6.2552,3.1869
2006-02-24,6.2552,6.2531,6.3059,6.2818,3.1935
2006-02-25,6.2552,6.2531,6.3059,6.2818,3.1935
2006-02-26,6.2552,6.2531,6.3059,6.2818,3.1935
2006-02-27,6.2818,6.2816,6.3021,6.2898,3.188
2006-02-28,6.29,6.2416,6.2982,6.2453,3.1875
2006-03-01,6.2453,6.2291,6.2727,6.2577,3.1686
2006-03-02,6.2577,6.1928,6.2589,6.2018,3.1736
2006-03-03,6.2018,6.1682,6.2186,6.1848,3.1751
2006-03-04,6.2018,6.1682,6.2186,6.1848,3.1751
2006-03-05,6.2018,6.1682,6.2186,6.1848,3.1751
2006-03-06,6.1849,6.175,6.2421,6.2374,3.1864
2006-03-07,6.2379,6.2282,6.283,6.2694,3.2479
2006-03-08,6.2699,6.2407,6.272,6.2407,3.276
2006-03-09,6.2402,6.2391,6.2728,6.2665,3.2644
2006-03-10,6.2665,6.242,6.2885,6.2441,3.2943
2006-03-11,6.2665,6.242,6.2885,6.2441,3.2943
2006-03-12,6.2665,6.242,6.2885,6.2441,3.2943
2006-03-13,6.2441,6.2257,6.2576,6.2295,3.3065
2006-03-14,6.2295,6.2001,6.2462,6.2068,3.2972
2006-03-15,6.2068,6.1776,6.2098,6.1906,3.2396
2006-03-16,6.1901,6.1205,6.1977,6.1289,3.2245
2006-03-17,6.1294,6.1121,6.1443,6.129,3.1746
2006-03-18,6.1294,6.1121,6.1443,6.129,3.1746
2006-03-19,6.1294,6.1121,6.1443,6.129,3.1746
2006-03-20,6.129,6.117,6.1537,6.1481,3.204
2006-03-21,6.1478,6.1325,6.1785,6.1691,3.2311
2006-03-22,6.1686,6.1617,6.1913,6.1864,3.2506
